令和３年経済センサス‐活動調査　事業所に関する集計－産業横断的集計－事業所数、従業者数,,,,,,,,,
第６－１表　産業(中分類)別民営事業所数、男女別従業者数、常用雇用者数、出向・派遣従業者数及び事業従事者数－全国、都道府県、市区町村,,,,,,,,,
,,,,,,,,,
1) 「従業者数_男女計」など、男女計の人数には男女の別「不詳」を含む,,,,,,,,,
2) 他からの出向・派遣従業者数：出向・派遣の別「不詳」を含む,,,,,,,,,
3) 事業従事者数＝「従業者数」－「うち他への出向・派遣従業者数」＋「他からの出向・派遣従業者数」,,,,,,,,,
,,,,,事業所数,従業者数_男女計,従業者数_男,従業者数_女,従業者数_うち常用雇用者_男女計
,,,,,(事業所),(人),(人),(人),(人)
地域識別コード,地域区分,階層,産業大分類,産業中分類, ,,,,
3,43507_水上村,4,M2,77_持ち帰り・配達飲食サービス業,-,-,-,-,-
3,43507_水上村,2,N,N_生活関連サービス業，娯楽業,8,12,5,7,3
3,43507_水上村,4,N,78_洗濯・理容・美容・浴場業,6,7,1,6,-
3,43507_水上村,4,N,79_その他の生活関連サービス業,-,-,-,-,-
3,43507_水上村,4,N,80_娯楽業,2,5,4,1,3
3,43507_水上村,2,O,O_教育，学習支援業,2,2,1,1,-
3,43507_水上村,3,O1,O1_教育，学習支援業（学校教育）,-,-,-,-,-
3,43507_水上村,4,O1,81_学校教育,-,-,-,-,-
3,43507_水上村,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,2,2,1,1,-
3,43507_水上村,4,O2,82_その他の教育，学習支援業,2,2,1,1,-
3,43507_水上村,2,P,P_医療，福祉,6,122,35,87,117
3,43507_水上村,4,P,83_医療業,4,14,4,10,9
3,43507_水上村,4,P,84_保健衛生,-,-,-,-,-
3,43507_水上村,4,P,85_社会保険・社会福祉・介護事業,2,108,31,77,108
3,43507_水上村,2,Q,Q_複合サービス事業,4,12,6,6,12
3,43507_水上村,3,Q1,Q1_複合サービス事業（郵便局）,3,7,4,3,7
3,43507_水上村,4,Q1,86_郵便局,3,7,4,3,7
3,43507_水上村,3,Q2,Q2_複合サービス事業（協同組合）,1,5,2,3,5
3,43507_水上村,4,Q2,87_協同組合（他に分類されないもの）,1,5,2,3,5
3,43507_水上村,2,R,R_サービス業（他に分類されないもの）,7,14,10,4,10
3,43507_水上村,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,6,13,9,4,9
3,43507_水上村,4,R1,93_政治・経済・文化団体,1,3,2,1,3
3,43507_水上村,4,R1,94_宗教,5,10,7,3,6
3,43507_水上村,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,1,1,1,-,1
3,43507_水上村,4,R2,88_廃棄物処理業,1,1,1,-,1
3,43507_水上村,4,R2,89_自動車整備業,-,-,-,-,-
3,43507_水上村,4,R2,90_機械等修理業（別掲を除く）,-,-,-,-,-
3,43507_水上村,4,R2,91_職業紹介・労働者派遣業,-,-,-,-,-
3,43507_水上村,4,R2,92_その他の事業サービス業,-,-,-,-,-
3,43507_水上村,4,R2,95_その他のサービス業,-,-,-,-,-
3,43510_相良村,1,AR,AR_全産業（S_公務を除く）,191,"1,413",869,544,"1,140"
3,43510_相良村,1,AB,AB_農林漁業,13,120,85,35,107
3,43510_相良村,2,A,A_農業，林業,12,118,83,35,107
3,43510_相良村,4,A,01_農業,10,68,46,22,60
3,43510_相良村,4,A,02_林業,2,50,37,13,47
3,43510_相良村,2,B,B_漁業,1,2,2,-,-
3,43510_相良村,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
3,43510_相良村,4,B,04_水産養殖業,1,2,2,-,-
3,43510_相良村,1,CR,CR_非農林漁業（S_公務を除く）,178,"1,293",784,509,"1,033"
3,43510_相良村,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
3,43510_相良村,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
3,43510_相良村,2,D,D_建設業,33,269,233,36,192
3,43510_相良村,4,D,06_総合工事業,22,196,172,24,145
3,43510_相良村,4,D,07_職別工事業（設備工事業を除く）,5,17,15,2,9
3,43510_相良村,4,D,08_設備工事業,6,56,46,10,38
3,43510_相良村,2,E,E_製造業,30,313,207,106,240
3,43510_相良村,4,E,09_食料品製造業,6,110,74,36,92
3,43510_相良村,4,E,10_飲料・たばこ・飼料製造業,8,45,24,21,14
3,43510_相良村,4,E,11_繊維工業,-,-,-,-,-
3,43510_相良村,4,E,12_木材・木製品製造業（家具を除く）,5,49,39,10,38
3,43510_相良村,4,E,13_家具・装備品製造業,-,-,-,-,-
3,43510_相良村,4,E,14_パルプ・紙・紙加工品製造業,-,-,-,-,-
3,43510_相良村,4,E,15_印刷・同関連業,-,-,-,-,-
3,43510_相良村,4,E,16_化学工業,-,-,-,-,-
3,43510_相良村,4,E,17_石油製品・石炭製品製造業,2,8,6,2,8
3,43510_相良村,4,E,18_プラスチック製品製造業（別掲を除く）,-,-,-,-,-
3,43510_相良村,4,E,19_ゴム製品製造業,-,-,-,-,-
3,43510_相良村,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
3,43510_相良村,4,E,21_窯業・土石製品製造業,4,54,47,7,48
3,43510_相良村,4,E,22_鉄鋼業,-,-,-,-,-
3,43510_相良村,4,E,23_非鉄金属製造業,-,-,-,-,-
3,43510_相良村,4,E,24_金属製品製造業,2,6,4,2,2
3,43510_相良村,4,E,25_はん用機械器具製造業,-,-,-,-,-
3,43510_相良村,4,E,26_生産用機械器具製造業,1,4,2,2,3
3,43510_相良村,4,E,27_業務用機械器具製造業,-,-,-,-,-
3,43510_相良村,4,E,28_電子部品・デバイス・電子回路製造業,-,-,-,-,-
3,43510_相良村,4,E,29_電気機械器具製造業,1,19,1,18,18
3,43510_相良村,4,E,30_情報通信機械器具製造業,-,-,-,-,-
3,43510_相良村,4,E,31_輸送用機械器具製造業,1,18,10,8,17
3,43510_相良村,4,E,32_その他の製造業,-,-,-,-,-
3,43510_相良村,2,F,F_電気・ガス・熱供給・水道業,-,-,-,-,-
3,43510_相良村,4,F,33_電気業,-,-,-,-,-
3,43510_相良村,4,F,34_ガス業,-,-,-,-,-
3,43510_相良村,4,F,35_熱供給業,-,-,-,-,-
3,43510_相良村,4,F,36_水道業,-,-,-,-,-
3,43510_相良村,2,G,G_情報通信業,-,-,-,-,-
3,43510_相良村,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,-,-,-,-,-
3,43510_相良村,4,G1,37_通信業,-,-,-,-,-
3,43510_相良村,4,G1,38_放送業,-,-,-,-,-
3,43510_相良村,4,G1,41_映像・音声・文字情報制作業,-,-,-,-,-
3,43510_相良村,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,-,-,-,-,-
3,43510_相良村,4,G2,39_情報サービス業,-,-,-,-,-
3,43510_相良村,4,G2,40_インターネット附随サービス業,-,-,-,-,-
3,43510_相良村,2,H,H_運輸業，郵便業,4,34,32,2,31
3,43510_相良村,4,H,42_鉄道業,-,-,-,-,-
3,43510_相良村,4,H,43_道路旅客運送業,1,6,6,-,6
3,43510_相良村,4,H,44_道路貨物運送業,3,28,26,2,25
3,43510_相良村,4,H,45_水運業,-,-,-,-,-
3,43510_相良村,4,H,46_航空運輸業,-,-,-,-,-
3,43510_相良村,4,H,47_倉庫業,-,-,-,-,-
3,43510_相良村,4,H,48_運輸に附帯するサービス業,-,-,-,-,-
3,43510_相良村,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
3,43510_相良村,2,I,I_卸売業，小売業,41,229,137,92,181
3,43510_相良村,3,I1,I1_卸売業,10,91,73,18,76
3,43510_相良村,4,I1,50_各種商品卸売業,-,-,-,-,-
3,43510_相良村,4,I1,51_繊維・衣服等卸売業,-,-,-,-,-
3,43510_相良村,4,I1,52_飲食料品卸売業,-,-,-,-,-
3,43510_相良村,4,I1,53_建築材料，鉱物・金属材料等卸売業,8,82,66,16,71
3,43510_相良村,4,I1,54_機械器具卸売業,-,-,-,-,-
3,43510_相良村,4,I1,55_その他の卸売業,2,9,7,2,5
3,43510_相良村,3,I2,I2_小売業,31,138,64,74,105
3,43510_相良村,4,I2,56_各種商品小売業,-,-,-,-,-
3,43510_相良村,4,I2,57_織物・衣服・身の回り品小売業,-,-,-,-,-
3,43510_相良村,4,I2,58_飲食料品小売業,12,39,15,24,25
3,43510_相良村,4,I2,59_機械器具小売業,5,10,7,3,5
3,43510_相良村,4,I2,60_その他の小売業,11,57,29,28,43
3,43510_相良村,4,I2,61_無店舗小売業,3,32,13,19,32
3,43510_相良村,2,J,J_金融業，保険業,-,-,-,-,-
3,43510_相良村,4,J,62_銀行業,-,-,-,-,-
3,43510_相良村,4,J,63_協同組織金融業,-,-,-,-,-
3,43510_相良村,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
3,43510_相良村,4,J,65_金融商品取引業，商品先物取引業,-,-,-,-,-
3,43510_相良村,4,J,66_補助的金融業等,-,-,-,-,-
3,43510_相良村,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,-,-,-,-,-
3,43510_相良村,2,K,K_不動産業，物品賃貸業,5,15,14,1,11
3,43510_相良村,3,K1,K1_不動産業,2,2,2,-,-
3,43510_相良村,4,K1,68_不動産取引業,-,-,-,-,-
3,43510_相良村,4,K1,69_不動産賃貸業・管理業,2,2,2,-,-
3,43510_相良村,3,K2,K2_物品賃貸業,3,13,12,1,11
3,43510_相良村,4,K2,70_物品賃貸業,3,13,12,1,11
3,43510_相良村,2,L,L_学術研究，専門・技術サービス業,5,20,13,7,10
3,43510_相良村,4,L,71_学術・開発研究機関,-,-,-,-,-
3,43510_相良村,4,L,72_専門サービス業（他に分類されないもの）,4,9,4,5,1
3,43510_相良村,4,L,73_広告業,-,-,-,-,-
3,43510_相良村,4,L,74_技術サービス業（他に分類されないもの）,1,11,9,2,9
3,43510_相良村,2,M,M_宿泊業，飲食サービス業,6,45,13,32,39
3,43510_相良村,3,M1,M1_宿泊業,2,40,11,29,39
3,43510_相良村,4,M1,75_宿泊業,2,40,11,29,39
3,43510_相良村,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,4,5,2,3,-
3,43510_相良村,4,M2,76_飲食店,4,5,2,3,-
3,43510_相良村,4,M2,77_持ち帰り・配達飲食サービス業,-,-,-,-,-
3,43510_相良村,2,N,N_生活関連サービス業，娯楽業,13,67,27,40,55
3,43510_相良村,4,N,78_洗濯・理容・美容・浴場業,11,40,13,27,29
3,43510_相良村,4,N,79_その他の生活関連サービス業,-,-,-,-,-
3,43510_相良村,4,N,80_娯楽業,2,27,14,13,26
3,43510_相良村,2,O,O_教育，学習支援業,4,5,1,4,1
3,43510_相良村,3,O1,O1_教育，学習支援業（学校教育）,-,-,-,-,-
3,43510_相良村,4,O1,81_学校教育,-,-,-,-,-
3,43510_相良村,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,4,5,1,4,1
3,43510_相良村,4,O2,82_その他の教育，学習支援業,4,5,1,4,1
3,43510_相良村,2,P,P_医療，福祉,14,237,70,167,233
3,43510_相良村,4,P,83_医療業,4,13,4,9,10
3,43510_相良村,4,P,84_保健衛生,-,-,-,-,-
3,43510_相良村,4,P,85_社会保険・社会福祉・介護事業,10,224,66,158,223
3,43510_相良村,2,Q,Q_複合サービス事業,5,21,7,14,17
3,43510_相良村,3,Q1,Q1_複合サービス事業（郵便局）,4,10,4,6,8
3,43510_相良村,4,Q1,86_郵便局,4,10,4,6,8
3,43510_相良村,3,Q2,Q2_複合サービス事業（協同組合）,1,11,3,8,9
3,43510_相良村,4,Q2,87_協同組合（他に分類されないもの）,1,11,3,8,9
3,43510_相良村,2,R,R_サービス業（他に分類されないもの）,18,38,30,8,23
3,43510_相良村,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,13,24,19,5,17
3,43510_相良村,4,R1,93_政治・経済・文化団体,2,1,-,1,1
3,43510_相良村,4,R1,94_宗教,11,23,19,4,16
3,43510_相良村,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,5,14,11,3,6
3,43510_相良村,4,R2,88_廃棄物処理業,-,-,-,-,-
3,43510_相良村,4,R2,89_自動車整備業,3,7,5,2,3
3,43510_相良村,4,R2,90_機械等修理業（別掲を除く）,1,1,1,-,-
3,43510_相良村,4,R2,91_職業紹介・労働者派遣業,-,-,-,-,-
3,43510_相良村,4,R2,92_その他の事業サービス業,1,6,5,1,3
3,43510_相良村,4,R2,95_その他のサービス業,-,-,-,-,-
3,43511_五木村,1,AR,AR_全産業（S_公務を除く）,50,364,253,111,301
3,43511_五木村,1,AB,AB_農林漁業,4,56,51,5,53
3,43511_五木村,2,A,A_農業，林業,4,56,51,5,53
3,43511_五木村,4,A,01_農業,-,-,-,-,-
3,43511_五木村,4,A,02_林業,4,56,51,5,53
3,43511_五木村,2,B,B_漁業,-,-,-,-,-
3,43511_五木村,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
3,43511_五木村,4,B,04_水産養殖業,-,-,-,-,-
3,43511_五木村,1,CR,CR_非農林漁業（S_公務を除く）,46,308,202,106,248
3,43511_五木村,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
3,43511_五木村,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
3,43511_五木村,2,D,D_建設業,7,84,79,5,74
3,43511_五木村,4,D,06_総合工事業,6,83,78,5,74
3,43511_五木村,4,D,07_職別工事業（設備工事業を除く）,1,1,1,-,-
3,43511_五木村,4,D,08_設備工事業,-,-,-,-,-
3,43511_五木村,2,E,E_製造業,5,42,32,10,36
3,43511_五木村,4,E,09_食料品製造業,2,14,10,4,11
3,43511_五木村,4,E,10_飲料・たばこ・飼料製造業,1,3,1,2,-
3,43511_五木村,4,E,11_繊維工業,-,-,-,-,-
3,43511_五木村,4,E,12_木材・木製品製造業（家具を除く）,-,-,-,-,-
3,43511_五木村,4,E,13_家具・装備品製造業,-,-,-,-,-
3,43511_五木村,4,E,14_パルプ・紙・紙加工品製造業,-,-,-,-,-
3,43511_五木村,4,E,15_印刷・同関連業,-,-,-,-,-
3,43511_五木村,4,E,16_化学工業,-,-,-,-,-
3,43511_五木村,4,E,17_石油製品・石炭製品製造業,-,-,-,-,-
3,43511_五木村,4,E,18_プラスチック製品製造業（別掲を除く）,-,-,-,-,-
3,43511_五木村,4,E,19_ゴム製品製造業,-,-,-,-,-
3,43511_五木村,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
3,43511_五木村,4,E,21_窯業・土石製品製造業,2,25,21,4,25
3,43511_五木村,4,E,22_鉄鋼業,-,-,-,-,-
3,43511_五木村,4,E,23_非鉄金属製造業,-,-,-,-,-
3,43511_五木村,4,E,24_金属製品製造業,-,-,-,-,-
3,43511_五木村,4,E,25_はん用機械器具製造業,-,-,-,-,-
3,43511_五木村,4,E,26_生産用機械器具製造業,-,-,-,-,-
3,43511_五木村,4,E,27_業務用機械器具製造業,-,-,-,-,-
3,43511_五木村,4,E,28_電子部品・デバイス・電子回路製造業,-,-,-,-,-
3,43511_五木村,4,E,29_電気機械器具製造業,-,-,-,-,-
3,43511_五木村,4,E,30_情報通信機械器具製造業,-,-,-,-,-
3,43511_五木村,4,E,31_輸送用機械器具製造業,-,-,-,-,-
3,43511_五木村,4,E,32_その他の製造業,-,-,-,-,-
3,43511_五木村,2,F,F_電気・ガス・熱供給・水道業,-,-,-,-,-
3,43511_五木村,4,F,33_電気業,-,-,-,-,-
3,43511_五木村,4,F,34_ガス業,-,-,-,-,-
3,43511_五木村,4,F,35_熱供給業,-,-,-,-,-
3,43511_五木村,4,F,36_水道業,-,-,-,-,-
3,43511_五木村,2,G,G_情報通信業,-,-,-,-,-
3,43511_五木村,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,-,-,-,-,-
3,43511_五木村,4,G1,37_通信業,-,-,-,-,-
3,43511_五木村,4,G1,38_放送業,-,-,-,-,-
3,43511_五木村,4,G1,41_映像・音声・文字情報制作業,-,-,-,-,-
3,43511_五木村,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,-,-,-,-,-
3,43511_五木村,4,G2,39_情報サービス業,-,-,-,-,-
3,43511_五木村,4,G2,40_インターネット附随サービス業,-,-,-,-,-
3,43511_五木村,2,H,H_運輸業，郵便業,-,-,-,-,-
3,43511_五木村,4,H,42_鉄道業,-,-,-,-,-
3,43511_五木村,4,H,43_道路旅客運送業,-,-,-,-,-
3,43511_五木村,4,H,44_道路貨物運送業,-,-,-,-,-
3,43511_五木村,4,H,45_水運業,-,-,-,-,-
3,43511_五木村,4,H,46_航空運輸業,-,-,-,-,-
3,43511_五木村,4,H,47_倉庫業,-,-,-,-,-
3,43511_五木村,4,H,48_運輸に附帯するサービス業,-,-,-,-,-
3,43511_五木村,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
3,43511_五木村,2,I,I_卸売業，小売業,11,60,27,33,40
3,43511_五木村,3,I1,I1_卸売業,1,2,-,2,1
3,43511_五木村,4,I1,50_各種商品卸売業,-,-,-,-,-
3,43511_五木村,4,I1,51_繊維・衣服等卸売業,-,-,-,-,-
3,43511_五木村,4,I1,52_飲食料品卸売業,1,2,-,2,1
3,43511_五木村,4,I1,53_建築材料，鉱物・金属材料等卸売業,-,-,-,-,-
3,43511_五木村,4,I1,54_機械器具卸売業,-,-,-,-,-
3,43511_五木村,4,I1,55_その他の卸売業,-,-,-,-,-
3,43511_五木村,3,I2,I2_小売業,10,58,27,31,39
3,43511_五木村,4,I2,56_各種商品小売業,-,-,-,-,-
3,43511_五木村,4,I2,57_織物・衣服・身の回り品小売業,-,-,-,-,-
3,43511_五木村,4,I2,58_飲食料品小売業,7,47,20,27,34
3,43511_五木村,4,I2,59_機械器具小売業,1,1,1,-,-
3,43511_五木村,4,I2,60_その他の小売業,2,10,6,4,5
3,43511_五木村,4,I2,61_無店舗小売業,-,-,-,-,-
3,43511_五木村,2,J,J_金融業，保険業,-,-,-,-,-
3,43511_五木村,4,J,62_銀行業,-,-,-,-,-
3,43511_五木村,4,J,63_協同組織金融業,-,-,-,-,-
3,43511_五木村,4,J,64_貸金業，クレジットカード業等非預金信用機関,-,-,-,-,-
3,43511_五木村,4,J,65_金融商品取引業，商品先物取引業,-,-,-,-,-
3,43511_五木村,4,J,66_補助的金融業等,-,-,-,-,-
3,43511_五木村,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,-,-,-,-,-
3,43511_五木村,2,K,K_不動産業，物品賃貸業,2,4,3,1,1
3,43511_五木村,3,K1,K1_不動産業,2,4,3,1,1
3,43511_五木村,4,K1,68_不動産取引業,-,-,-,-,-
3,43511_五木村,4,K1,69_不動産賃貸業・管理業,2,4,3,1,1
3,43511_五木村,3,K2,K2_物品賃貸業,-,-,-,-,-
3,43511_五木村,4,K2,70_物品賃貸業,-,-,-,-,-
3,43511_五木村,2,L,L_学術研究，専門・技術サービス業,2,3,3,-,3
3,43511_五木村,4,L,71_学術・開発研究機関,-,-,-,-,-
3,43511_五木村,4,L,72_専門サービス業（他に分類されないもの）,1,1,1,-,1
3,43511_五木村,4,L,73_広告業,-,-,-,-,-
3,43511_五木村,4,L,74_技術サービス業（他に分類されないもの）,1,2,2,-,2
3,43511_五木村,2,M,M_宿泊業，飲食サービス業,7,27,9,18,18
3,43511_五木村,3,M1,M1_宿泊業,4,20,7,13,14
3,43511_五木村,4,M1,75_宿泊業,4,20,7,13,14
3,43511_五木村,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,3,7,2,5,4
3,43511_五木村,4,M2,76_飲食店,3,7,2,5,4
3,43511_五木村,4,M2,77_持ち帰り・配達飲食サービス業,-,-,-,-,-
3,43511_五木村,2,N,N_生活関連サービス業，娯楽業,3,6,3,3,3
3,43511_五木村,4,N,78_洗濯・理容・美容・浴場業,3,6,3,3,3
3,43511_五木村,4,N,79_その他の生活関連サービス業,-,-,-,-,-
3,43511_五木村,4,N,80_娯楽業,-,-,-,-,-
3,43511_五木村,2,O,O_教育，学習支援業,-,-,-,-,-
3,43511_五木村,3,O1,O1_教育，学習支援業（学校教育）,-,-,-,-,-
3,43511_五木村,4,O1,81_学校教育,-,-,-,-,-
3,43511_五木村,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,-,-,-,-,-
3,43511_五木村,4,O2,82_その他の教育，学習支援業,-,-,-,-,-
3,43511_五木村,2,P,P_医療，福祉,2,35,8,27,35
3,43511_五木村,4,P,83_医療業,-,-,-,-,-
3,43511_五木村,4,P,84_保健衛生,-,-,-,-,-
3,43511_五木村,4,P,85_社会保険・社会福祉・介護事業,2,35,8,27,35
3,43511_五木村,2,Q,Q_複合サービス事業,2,8,5,3,7
3,43511_五木村,3,Q1,Q1_複合サービス事業（郵便局）,2,8,5,3,7
3,43511_五木村,4,Q1,86_郵便局,2,8,5,3,7
3,43511_五木村,3,Q2,Q2_複合サービス事業（協同組合）,-,-,-,-,-
3,43511_五木村,4,Q2,87_協同組合（他に分類されないもの）,-,-,-,-,-
3,43511_五木村,2,R,R_サービス業（他に分類されないもの）,5,39,33,6,31
3,43511_五木村,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,3,10,7,3,4
3,43511_五木村,4,R1,93_政治・経済・文化団体,1,3,1,2,3
3,43511_五木村,4,R1,94_宗教,2,7,6,1,1
3,43511_五木村,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,2,29,26,3,27
3,43511_五木村,4,R2,88_廃棄物処理業,1,27,26,1,25
3,43511_五木村,4,R2,89_自動車整備業,-,-,-,-,-
3,43511_五木村,4,R2,90_機械等修理業（別掲を除く）,-,-,-,-,-
3,43511_五木村,4,R2,91_職業紹介・労働者派遣業,1,2,-,2,2
3,43511_五木村,4,R2,92_その他の事業サービス業,-,-,-,-,-
3,43511_五木村,4,R2,95_その他のサービス業,-,-,-,-,-
3,43512_山江村,1,AR,AR_全産業（S_公務を除く）,80,586,298,288,459
3,43512_山江村,1,AB,AB_農林漁業,4,20,15,5,9
3,43512_山江村,2,A,A_農業，林業,3,19,14,5,9
3,43512_山江村,4,A,01_農業,2,11,6,5,1
3,43512_山江村,4,A,02_林業,1,8,8,-,8
3,43512_山江村,2,B,B_漁業,1,1,1,-,-
3,43512_山江村,4,B,03_漁業（水産養殖業を除く）,-,-,-,-,-
3,43512_山江村,4,B,04_水産養殖業,1,1,1,-,-
3,43512_山江村,1,CR,CR_非農林漁業（S_公務を除く）,76,566,283,283,450
3,43512_山江村,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
3,43512_山江村,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
3,43512_山江村,2,D,D_建設業,19,143,121,22,109
3,43512_山江村,4,D,06_総合工事業,11,118,101,17,97
3,43512_山江村,4,D,07_職別工事業（設備工事業を除く）,4,16,14,2,9
3,43512_山江村,4,D,08_設備工事業,4,9,6,3,3
3,43512_山江村,2,E,E_製造業,8,79,40,39,66
